Strike,Stock,option_price,IV
20000.0,18105.3,45.0,0.11

12000.0,18105.3,0.0,-0.3

16700.0,18105.3,0.0,-0.0

16750.0,18105.3,0.0,-0.0

16800.0,18105.3,0.0,-0.0

16850.0,18105.3,0.0,-0.0

16900.0,18105.3,0.0,-0.0

16950.0,18105.3,0.0,-0.0

17050.0,18105.3,0.0,-0.0

16800.0,18197.45,0.0,-0.0

16600.0,18197.45,0.0,-0.0

16650.0,18197.45,0.0,-0.0

16700.0,18197.45,0.0,-0.0

12000.0,18197.45,0.0,-0.3

23000.0,18197.45,7.7,0.19

24000.0,18197.45,7.0,0.22

20000.0,18197.45,42.55,0.1

21000.0,18197.45,14.15,0.13

22000.0,18197.45,7.0,0.15

19700.0,18197.45,0.0,0.03

19550.0,18197.45,0.0,0.03

19600.0,18197.45,0.0,0.03

19650.0,18197.45,0.0,0.03

19450.0,18197.45,0.0,0.02

19500.0,18197.45,101.85,0.1

19350.0,18197.45,0.0,0.02

19400.0,18197.45,0.0,0.02

19200.0,18197.45,0.0,0.02

19250.0,18197.45,0.0,0.02

19300.0,18197.45,0.0,0.02

19100.0,18197.45,279.0,0.13

19150.0,18197.45,0.0,0.01

18950.0,18197.45,0.0,0.01

19000.0,18197.45,229.1,0.1

19050.0,18197.45,0.0,0.01

18850.0,18197.45,0.0,0.0

18900.0,18197.45,0.0,0.0

18750.0,18197.45,0.0,0.0

18800.0,18197.45,0.0,0.0

18600.0,18197.45,398.45,0.1

18650.0,18197.45,0.0,0.0

18700.0,18197.45,0.0,0.0

18500.0,18197.45,454.95,0.11

18550.0,18197.45,0.0,-0.0

18350.0,18197.45,0.0,-0.0

18400.0,18197.45,506.0,0.1

18450.0,18197.45,0.0,-0.0

18200.0,18197.45,620.8,0.1

18250.0,18197.45,0.0,-0.0

18300.0,18197.45,570.0,0.11

18100.0,18197.45,681.0,0.1

18150.0,18197.45,0.0,-0.0

18000.0,18197.45,750.25,0.1

18050.0,18197.45,0.0,-0.0

17850.0,18197.45,0.0,-0.0

17900.0,18197.45,0.0,-0.0

17950.0,18197.45,0.0,-0.0

17750.0,18197.45,0.0,-0.0

17800.0,18197.45,0.0,-0.0

17650.0,18197.45,0.0,-0.0

17700.0,18197.45,0.0,-0.0

17500.0,18197.45,1099.0,0.04

17550.0,18197.45,0.0,-0.0

17600.0,18197.45,0.0,-0.0

17350.0,18197.45,0.0,-0.0

17400.0,18197.45,0.0,-0.0

17450.0,18197.45,0.0,-0.0

17250.0,18197.45,0.0,-0.0

17300.0,18197.45,0.0,-0.0

17150.0,18197.45,0.0,-0.0

17200.0,18197.45,0.0,-0.0

17050.0,18197.45,0.0,-0.0

17100.0,18197.45,0.0,-0.0

16850.0,18197.45,0.0,-0.0

16900.0,18197.45,0.0,-0.0

16950.0,18197.45,0.0,-0.0

16750.0,18197.45,0.0,-0.0

16800.0,18232.55,0.0,-0.0

16600.0,18232.55,0.0,-0.0

16650.0,18232.55,0.0,-0.0

16700.0,18232.55,0.0,-0.0

12000.0,18232.55,0.0,-0.3

23000.0,18232.55,7.2,0.18

24000.0,18232.55,7.0,0.22

20000.0,18232.55,41.55,0.1

21000.0,18232.55,13.25,0.12

22000.0,18232.55,6.65,0.15

19700.0,18232.55,0.0,0.03

19550.0,18232.55,0.0,0.03

19600.0,18232.55,0.0,0.03

19650.0,18232.55,0.0,0.03

19450.0,18232.55,0.0,0.02

19500.0,18232.55,104.9,0.1

19350.0,18232.55,0.0,0.02

19400.0,18232.55,0.0,0.02

19200.0,18232.55,0.0,0.01

19250.0,18232.55,0.0,0.02

19300.0,18232.55,0.0,0.02

19100.0,18232.55,279.0,0.13

19150.0,18232.55,0.0,0.01

18950.0,18232.55,0.0,0.01

19000.0,18232.55,237.2,0.1

19050.0,18232.55,0.0,0.01

18850.0,18232.55,0.0,0.0

18900.0,18232.55,0.0,0.0

18700.0,18232.55,364.95,0.1

18750.0,18232.55,0.0,0.0

18800.0,18232.55,0.0,0.0

18600.0,18232.55,409.5,0.1

18650.0,18232.55,0.0,-0.0

18500.0,18232.55,463.0,0.1

18550.0,18232.55,0.0,-0.0

18350.0,18232.55,0.0,-0.0

18400.0,18232.55,518.0,0.1

18450.0,18232.55,0.0,-0.0

18200.0,18232.55,643.05,0.1

18250.0,18232.55,0.0,-0.0

18300.0,18232.55,580.1,0.1

18100.0,18232.55,700.0,0.1

18150.0,18232.55,0.0,-0.0

18000.0,18232.55,763.0,0.1

18050.0,18232.55,0.0,-0.0

17850.0,18232.55,0.0,-0.0

17900.0,18232.55,0.0,-0.0

17950.0,18232.55,0.0,-0.0

17750.0,18232.55,0.0,-0.0

17800.0,18232.55,0.0,-0.0

17650.0,18232.55,0.0,-0.0

17700.0,18232.55,0.0,-0.0

17550.0,18232.55,0.0,-0.0

17600.0,18232.55,0.0,-0.0

17350.0,18232.55,0.0,-0.0

17400.0,18232.55,0.0,-0.0

17450.0,18232.55,0.0,-0.0

17250.0,18232.55,0.0,-0.0

17300.0,18232.55,0.0,-0.0

17100.0,18232.55,0.0,-0.0

17150.0,18232.55,0.0,-0.0

17200.0,18232.55,0.0,-0.0

17050.0,18232.55,0.0,-0.0

16850.0,18232.55,0.0,-0.0

16900.0,18232.55,0.0,-0.0

16950.0,18232.55,0.0,-0.0

16750.0,18232.55,0.0,-0.0

16750.0,18042.95,0.0,-0.0

16800.0,18042.95,0.0,-0.0

16600.0,18042.95,0.0,-0.0

16650.0,18042.95,0.0,-0.0

16700.0,18042.95,0.0,-0.0

12000.0,18042.95,0.0,-0.3

23000.0,18042.95,7.0,0.19

24000.0,18042.95,7.0,0.23

20000.0,18042.95,34.55,0.11

21000.0,18042.95,12.45,0.13

22000.0,18042.95,6.95,0.16

19700.0,18042.95,0.0,0.04

19750.0,18042.95,0.0,0.04

19550.0,18042.95,0.0,0.03

19600.0,18042.95,0.0,0.04

19650.0,18042.95,0.0,0.04

19450.0,18042.95,0.0,0.03

19500.0,18042.95,76.6,0.11

19350.0,18042.95,0.0,0.03

19400.0,18042.95,0.0,0.03

19200.0,18042.95,0.0,0.02

19250.0,18042.95,0.0,0.02

19300.0,18042.95,0.0,0.03

19100.0,18042.95,279.0,0.15

19150.0,18042.95,0.0,0.02

18950.0,18042.95,0.0,0.01

19000.0,18042.95,181.75,0.11

19050.0,18042.95,0.0,0.02

18850.0,18042.95,0.0,0.01

18900.0,18042.95,0.0,0.01

18700.0,18042.95,282.6,0.11

18750.0,18042.95,0.0,0.01

18800.0,18042.95,0.0,0.01

18600.0,18042.95,327.0,0.11

18650.0,18042.95,0.0,0.0

18500.0,18042.95,368.65,0.11

18550.0,18042.95,0.0,0.0

18350.0,18042.95,0.0,-0.0

18400.0,18042.95,417.05,0.11

18450.0,18042.95,0.0,-0.0

18200.0,18042.95,527.8,0.11

18250.0,18042.95,830.6,0.21

18300.0,18042.95,472.0,0.11

18100.0,18042.95,590.0,0.11

18150.0,18042.95,0.0,-0.0

18000.0,18042.95,640.0,0.1

18050.0,18042.95,0.0,-0.0

17850.0,18042.95,0.0,-0.0

17900.0,18042.95,0.0,-0.0

17950.0,18042.95,0.0,-0.0

17750.0,18042.95,0.0,-0.0

17800.0,18042.95,0.0,-0.0

17650.0,18042.95,0.0,-0.0

17700.0,18042.95,0.0,-0.0

17500.0,18042.95,972.0,0.08

17550.0,18042.95,0.0,-0.0

17600.0,18042.95,0.0,-0.0

17350.0,18042.95,0.0,-0.0

17400.0,18042.95,0.0,-0.0

17450.0,18042.95,0.0,-0.0

17250.0,18042.95,0.0,-0.0

17300.0,18042.95,0.0,-0.0

17150.0,18042.95,0.0,-0.0

17200.0,18042.95,0.0,-0.0

17050.0,18042.95,0.0,-0.0

17100.0,18042.95,0.0,-0.0

16850.0,18042.95,0.0,-0.0

16900.0,18042.95,0.0,-0.0

16950.0,18042.95,0.0,-0.0

16800.0,17992.15,0.0,-0.0

16850.0,17992.15,0.0,-0.0

16650.0,17992.15,0.0,-0.0

16700.0,17992.15,0.0,-0.0

16550.0,17992.15,0.0,-0.0

16600.0,17992.15,0.0,-0.0

12000.0,17992.15,0.0,-0.3

23000.0,17992.15,7.65,0.2

24000.0,17992.15,7.0,0.23

21000.0,17992.15,12.05,0.14

22000.0,17992.15,7.5,0.16

19700.0,17992.15,0.0,0.04

19750.0,17992.15,0.0,0.04

20000.0,17992.15,28.85,0.11

19600.0,17992.15,0.0,0.04

19650.0,17992.15,0.0,0.04

19450.0,17992.15,0.0,0.03

19500.0,17992.15,66.65,0.11

19550.0,17992.15,0.0,0.04

19350.0,17992.15,0.0,0.03

19400.0,17992.15,0.0,0.03

19200.0,17992.15,0.0,0.02

19250.0,17992.15,0.0,0.03

19300.0,17992.15,0.0,0.03

19100.0,17992.15,279.0,0.15

19150.0,17992.15,0.0,0.02

18950.0,17992.15,0.0,0.02

19000.0,17992.15,163.7,0.11

19050.0,17992.15,0.0,0.02

18850.0,17992.15,0.0,0.01

18900.0,17992.15,0.0,0.01

18700.0,17992.15,264.3,0.11

18750.0,17992.15,0.0,0.01

18800.0,17992.15,0.0,0.01

18600.0,17992.15,300.75,0.11

18650.0,17992.15,0.0,0.0

18500.0,17992.15,345.0,0.11

18550.0,17992.15,0.0,0.0

18350.0,17992.15,0.0,-0.0

18400.0,17992.15,389.05,0.11

18450.0,17992.15,0.0,0.0

18200.0,17992.15,493.15,0.11

18250.0,17992.15,830.6,0.22

18300.0,17992.15,443.9,0.11

18100.0,17992.15,555.0,0.11

18150.0,17992.15,0.0,-0.0

18000.0,17992.15,613.0,0.11

18050.0,17992.15,0.0,-0.0

17850.0,17992.15,0.0,-0.0

17900.0,17992.15,648.35,0.1

17950.0,17992.15,0.0,-0.0

17750.0,17992.15,0.0,-0.0

17800.0,17992.15,714.1,0.1

17650.0,17992.15,0.0,-0.0

17700.0,17992.15,0.0,-0.0

17500.0,17992.15,936.0,0.09

17550.0,17992.15,0.0,-0.0

17600.0,17992.15,0.0,-0.0

17350.0,17992.15,0.0,-0.0

17400.0,17992.15,0.0,-0.0

17450.0,17992.15,0.0,-0.0

17250.0,17992.15,0.0,-0.0

17300.0,17992.15,0.0,-0.0

17150.0,17992.15,0.0,-0.0

17200.0,17992.15,0.0,-0.0

17050.0,17992.15,0.0,-0.0

17100.0,17992.15,0.0,-0.0

16900.0,17992.15,0.0,-0.0

16950.0,17992.15,0.0,-0.0

16750.0,17992.15,0.0,-0.0

16800.0,17859.45,0.0,-0.0

16850.0,17859.45,0.0,-0.0

16650.0,17859.45,0.0,-0.0

16700.0,17859.45,0.0,-0.0

16550.0,17859.45,0.0,-0.0

16600.0,17859.45,0.0,-0.0

12000.0,17859.45,0.0,-0.3

23000.0,17859.45,7.2,0.21

24000.0,17859.45,7.0,0.24

21000.0,17859.45,11.65,0.14

22000.0,17859.45,8.05,0.17

19700.0,17859.45,0.0,0.05

19750.0,17859.45,0.0,0.05

20000.0,17859.45,24.9,0.11

19600.0,17859.45,0.0,0.04

19650.0,17859.45,0.0,0.05

19450.0,17859.45,0.0,0.04

19500.0,17859.45,50.85,0.11

19550.0,17859.45,0.0,0.04

19350.0,17859.45,0.0,0.04

19400.0,17859.45,0.0,0.04

19200.0,17859.45,0.0,0.03

19250.0,17859.45,0.0,0.03

19300.0,17859.45,0.0,0.03

19150.0,17859.45,0.0,0.03

18950.0,17859.45,0.0,0.02

19000.0,17859.45,130.2,0.11

19050.0,17859.45,0.0,0.02

19100.0,17859.45,279.0,0.17

18850.0,17859.45,0.0,0.02

18900.0,17859.45,0.0,0.02

18700.0,17859.45,210.0,0.11

18750.0,17859.45,0.0,0.01

18800.0,17859.45,205.5,0.12

18600.0,17859.45,248.85,0.11

18650.0,17859.45,0.0,0.01

18500.0,17859.45,281.25,0.11

18550.0,17859.45,0.0,0.01

18400.0,17859.45,325.0,0.11

18450.0,17859.45,0.0,0.0

18250.0,17859.45,830.6,0.24

18300.0,17859.45,367.4,0.11

18350.0,17859.45,0.0,0.0

18100.0,17859.45,467.35,0.11

18150.0,17859.45,0.0,-0.0

18200.0,17859.45,425.0,0.11

18000.0,17859.45,530.0,0.11

18050.0,17859.45,0.0,-0.0

17900.0,17859.45,589.85,0.11

17950.0,17859.45,0.0,-0.0

17750.0,17859.45,0.0,-0.0

17800.0,17859.45,648.75,0.11

17850.0,17859.45,0.0,-0.0

17650.0,17859.45,0.0,-0.0

17700.0,17859.45,0.0,-0.0

17500.0,17859.45,846.55,0.1

17550.0,17859.45,0.0,-0.0

17600.0,17859.45,0.0,-0.0

17400.0,17859.45,0.0,-0.0

17450.0,17859.45,0.0,-0.0

17250.0,17859.45,0.0,-0.0

17300.0,17859.45,0.0,-0.0

17350.0,17859.45,0.0,-0.0

17150.0,17859.45,0.0,-0.0

17200.0,17859.45,0.0,-0.0

17050.0,17859.45,0.0,-0.0

17100.0,17859.45,0.0,-0.0

16900.0,17859.45,0.0,-0.0

16950.0,17859.45,0.0,-0.0

16750.0,17859.45,0.0,-0.0

16750.0,18101.2,0.0,-0.0

16800.0,18101.2,0.0,-0.0

16600.0,18101.2,0.0,-0.0

16650.0,18101.2,0.0,-0.0

16700.0,18101.2,0.0,-0.0

16550.0,18101.2,0.0,-0.0

16350.0,18101.2,0.0,-0.0

16400.0,18101.2,0.0,-0.0

16450.0,18101.2,0.0,-0.0

12000.0,18101.2,0.0,-0.3

23000.0,18101.2,8.15,0.2

24000.0,18101.2,7.0,0.23

21000.0,18101.2,11.55,0.13

22000.0,18101.2,7.1,0.16

19700.0,18101.2,0.0,0.04

19750.0,18101.2,0.0,0.04

20000.0,18101.2,25.5,0.1

19600.0,18101.2,0.0,0.04

19650.0,18101.2,0.0,0.04

19450.0,18101.2,0.0,0.03

19500.0,18101.2,63.5,0.1

19550.0,18101.2,0.0,0.03

19350.0,18101.2,0.0,0.03

19400.0,18101.2,0.0,0.03

19200.0,18101.2,0.0,0.02

19250.0,18101.2,0.0,0.02

19300.0,18101.2,0.0,0.03

19100.0,18101.2,138.1,0.1

19150.0,18101.2,0.0,0.02

18950.0,18101.2,0.0,0.01

19000.0,18101.2,166.0,0.1

19050.0,18101.2,0.0,0.02

18850.0,18101.2,0.0,0.01

18900.0,18101.2,0.0,0.01

18700.0,18101.2,270.2,0.1

18750.0,18101.2,0.0,0.0

18800.0,18101.2,229.95,0.1

18600.0,18101.2,312.9,0.1

18650.0,18101.2,0.0,0.0

18500.0,18101.2,353.0,0.1

18550.0,18101.2,0.0,0.0

18350.0,18101.2,0.0,-0.0

18400.0,18101.2,410.0,0.1

18450.0,18101.2,0.0,-0.0

18250.0,18101.2,830.6,0.21

18300.0,18101.2,453.5,0.1

18100.0,18101.2,567.0,0.1

18150.0,18101.2,0.0,-0.0

18200.0,18101.2,514.45,0.1

18000.0,18101.2,632.55,0.1

18050.0,18101.2,0.0,-0.0

17850.0,18101.2,0.0,-0.0

17900.0,18101.2,711.0,0.1

17950.0,18101.2,0.0,-0.0

17750.0,18101.2,0.0,-0.0

17800.0,18101.2,773.1,0.09

17650.0,18101.2,0.0,-0.0

17700.0,18101.2,842.0,0.09

17500.0,18101.2,999.0,0.08

17550.0,18101.2,0.0,-0.0

17350.0,18101.2,0.0,-0.0

17400.0,18101.2,0.0,-0.0

17450.0,18101.2,0.0,-0.0

17250.0,18101.2,0.0,-0.0

17300.0,18101.2,0.0,-0.0

17150.0,18101.2,0.0,-0.0

17200.0,18101.2,0.0,-0.0

17050.0,18101.2,0.0,-0.0

17100.0,18101.2,0.0,-0.0

16850.0,18101.2,0.0,-0.0

16900.0,18101.2,0.0,-0.0

16950.0,18101.2,0.0,-0.0

16800.0,17914.15,0.0,-0.0

16850.0,17914.15,0.0,-0.0

16650.0,17914.15,0.0,-0.0

16700.0,17914.15,0.0,-0.0

16550.0,17914.15,0.0,-0.0

16600.0,17914.15,0.0,-0.0

16350.0,17914.15,0.0,-0.0

16400.0,17914.15,0.0,-0.0

16450.0,17914.15,0.0,-0.0

12000.0,17914.15,0.0,-0.3

23000.0,17914.15,6.5,0.21

24000.0,17914.15,7.0,0.24

21000.0,17914.15,10.5,0.14

22000.0,17914.15,6.6,0.17

19700.0,17914.15,0.0,0.05

19750.0,17914.15,0.0,0.05

20000.0,17914.15,23.9,0.11

19600.0,17914.15,0.0,0.04

19650.0,17914.15,0.0,0.05

19450.0,17914.15,0.0,0.04

19500.0,17914.15,55.0,0.11

19550.0,17914.15,0.0,0.04

19350.0,17914.15,0.0,0.04

19400.0,17914.15,0.0,0.04

19200.0,17914.15,0.0,0.03

19250.0,17914.15,0.0,0.03

19300.0,17914.15,0.0,0.03

19100.0,17914.15,115.0,0.11

19150.0,17914.15,0.0,0.03

18950.0,17914.15,0.0,0.02

19000.0,17914.15,138.7,0.11

19050.0,17914.15,0.0,0.02

18850.0,17914.15,0.0,0.02

18900.0,17914.15,0.0,0.02

18700.0,17914.15,220.0,0.11

18750.0,17914.15,0.0,0.01

18800.0,17914.15,189.0,0.11

18600.0,17914.15,250.25,0.11

18650.0,17914.15,0.0,0.01

18500.0,17914.15,296.0,0.11

18550.0,17914.15,0.0,0.0

18400.0,17914.15,334.65,0.11

18450.0,17914.15,0.0,0.0

18200.0,17914.15,437.0,0.11

18250.0,17914.15,830.6,0.24

18300.0,17914.15,386.0,0.11

18350.0,17914.15,0.0,0.0

18100.0,17914.15,483.65,0.11

18150.0,17914.15,0.0,-0.0

18000.0,17914.15,545.0,0.11

18050.0,17914.15,0.0,-0.0

17900.0,17914.15,606.8,0.11

17950.0,17914.15,0.0,-0.0

17700.0,17914.15,737.0,0.11

17750.0,17914.15,0.0,-0.0

17800.0,17914.15,667.4,0.11

17850.0,17914.15,0.0,-0.0

17600.0,17914.15,772.0,0.09

17650.0,17914.15,0.0,-0.0

17500.0,17914.15,854.5,0.09

17550.0,17914.15,0.0,-0.0

17400.0,17914.15,0.0,-0.0

17450.0,17914.15,0.0,-0.0

17250.0,17914.15,0.0,-0.0

17300.0,17914.15,0.0,-0.0

17350.0,17914.15,0.0,-0.0

17150.0,17914.15,0.0,-0.0

17200.0,17914.15,0.0,-0.0

17050.0,17914.15,0.0,-0.0

17100.0,17914.15,0.0,-0.0

16900.0,17914.15,0.0,-0.0

16950.0,17914.15,0.0,-0.0

16750.0,17914.15,0.0,-0.0

16800.0,17895.7,0.0,-0.0

16850.0,17895.7,0.0,-0.0

16650.0,17895.7,0.0,-0.0

16700.0,17895.7,0.0,-0.0

16550.0,17895.7,0.0,-0.0

16600.0,17895.7,0.0,-0.0

16350.0,17895.7,0.0,-0.0

16400.0,17895.7,0.0,-0.0

16450.0,17895.7,0.0,-0.0

12000.0,17895.7,0.0,-0.3

23000.0,17895.7,6.0,0.21

24000.0,17895.7,7.0,0.25

21000.0,17895.7,9.25,0.14

22000.0,17895.7,5.65,0.17

19750.0,17895.7,0.0,0.05

20000.0,17895.7,21.5,0.11

19600.0,17895.7,0.0,0.05

19650.0,17895.7,0.0,0.05

19700.0,17895.7,0.0,0.05

19450.0,17895.7,0.0,0.04

19500.0,17895.7,51.0,0.11

19550.0,17895.7,0.0,0.04

19350.0,17895.7,0.0,0.04

19400.0,17895.7,0.0,0.04

19200.0,17895.7,0.0,0.03

19250.0,17895.7,0.0,0.03

19300.0,17895.7,0.0,0.03

19100.0,17895.7,105.3,0.11

19150.0,17895.7,0.0,0.03

19000.0,17895.7,127.65,0.11

19050.0,17895.7,0.0,0.03

18850.0,17895.7,0.0,0.02

18900.0,17895.7,0.0,0.02

18950.0,17895.7,0.0,0.02

18700.0,17895.7,207.0,0.11

18750.0,17895.7,0.0,0.01

18800.0,17895.7,178.0,0.11

18600.0,17895.7,241.4,0.11

18650.0,17895.7,0.0,0.01

18500.0,17895.7,280.0,0.11

18550.0,17895.7,0.0,0.01

18400.0,17895.7,330.0,0.11

18450.0,17895.7,0.0,0.0

18250.0,17895.7,830.6,0.24

18300.0,17895.7,367.5,0.11

18350.0,17895.7,0.0,0.0

18100.0,17895.7,469.0,0.11

18150.0,17895.7,0.0,-0.0

18200.0,17895.7,413.6,0.11

18000.0,17895.7,526.0,0.11

18050.0,17895.7,0.0,-0.0

17900.0,17895.7,582.4,0.11

17950.0,17895.7,0.0,-0.0

17750.0,17895.7,0.0,-0.0

17800.0,17895.7,635.0,0.1

17850.0,17895.7,0.0,-0.0

17600.0,17895.7,799.0,0.11

17650.0,17895.7,0.0,-0.0

17700.0,17895.7,695.0,0.1

17500.0,17895.7,830.0,0.09

17550.0,17895.7,0.0,-0.0

17400.0,17895.7,890.0,0.08

17450.0,17895.7,0.0,-0.0

17250.0,17895.7,0.0,-0.0

17300.0,17895.7,0.0,-0.0

17350.0,17895.7,0.0,-0.0

17150.0,17895.7,0.0,-0.0

17200.0,17895.7,0.0,-0.0

17000.0,17895.7,1225.1,-1.3

17050.0,17895.7,0.0,-0.0

17100.0,17895.7,0.0,-0.0

16900.0,17895.7,0.0,-0.0

16950.0,17895.7,0.0,-0.0

16750.0,17895.7,0.0,-0.0

16800.0,17858.2,0.0,-0.0

16850.0,17858.2,0.0,-0.0

16650.0,17858.2,0.0,-0.0

16700.0,17858.2,0.0,-0.0

16550.0,17858.2,0.0,-0.0

16600.0,17858.2,0.0,-0.0

16350.0,17858.2,0.0,-0.0

16400.0,17858.2,0.0,-0.0

16450.0,17858.2,0.0,-0.0

11000.0,17858.2,7090.55,0.43

12000.0,17858.2,0.0,-0.3

23000.0,17858.2,6.65,0.21

24000.0,17858.2,7.0,0.25

21000.0,17858.2,10.15,0.15

22000.0,17858.2,7.2,0.18

19750.0,17858.2,0.0,0.05

20000.0,17858.2,21.5,0.12

19600.0,17858.2,0.0,0.05

19650.0,17858.2,0.0,0.05

19700.0,17858.2,0.0,0.05

19500.0,17858.2,45.0,0.11

19550.0,17858.2,0.0,0.05

19350.0,17858.2,0.0,0.04

19400.0,17858.2,0.0,0.04

19450.0,17858.2,0.0,0.04

19250.0,17858.2,0.0,0.03

19300.0,17858.2,0.0,0.04

19100.0,17858.2,95.95,0.11

19150.0,17858.2,0.0,0.03

19200.0,17858.2,0.0,0.03

19000.0,17858.2,116.95,0.11

19050.0,17858.2,0.0,0.03

18850.0,17858.2,0.0,0.02

18900.0,17858.2,0.0,0.02

18950.0,17858.2,0.0,0.02

18750.0,17858.2,0.0,0.02

